group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
parse generated script,,"(3, 2401)",,,72826881.0,ns,280
parse generated script,,"(3, 2401)",,,71876459.0,ns,284
parse generated script,,"(3, 2401)",,,69129093.0,ns,288
parse generated script,,"(3, 2401)",,,78107983.0,ns,292
parse generated script,,"(3, 2401)",,,83945371.0,ns,296
parse generated script,,"(3, 2401)",,,82841439.0,ns,300
parse generated script,,"(3, 2401)",,,79551562.0,ns,304
parse generated script,,"(3, 2401)",,,78655703.0,ns,308
parse generated script,,"(3, 2401)",,,78701838.0,ns,312
parse generated script,,"(3, 2401)",,,85472890.0,ns,316
parse generated script,,"(3, 2401)",,,90578960.0,ns,320
parse generated script,,"(3, 2401)",,,93451159.0,ns,324
parse generated script,,"(3, 2401)",,,85411945.0,ns,328
parse generated script,,"(3, 2401)",,,80761643.0,ns,332
parse generated script,,"(3, 2401)",,,92293228.0,ns,336
parse generated script,,"(3, 2401)",,,82725935.0,ns,340
parse generated script,,"(3, 2401)",,,78011222.0,ns,344
parse generated script,,"(3, 2401)",,,78555582.0,ns,348
parse generated script,,"(3, 2401)",,,88851102.0,ns,352
parse generated script,,"(3, 2401)",,,85641396.0,ns,356
parse generated script,,"(3, 2401)",,,85420813.0,ns,360
parse generated script,,"(3, 2401)",,,84061556.0,ns,364
parse generated script,,"(3, 2401)",,,86027230.0,ns,368
parse generated script,,"(3, 2401)",,,87448737.0,ns,372
parse generated script,,"(3, 2401)",,,96330702.0,ns,376
parse generated script,,"(3, 2401)",,,99748814.0,ns,380
parse generated script,,"(3, 2401)",,,98235514.0,ns,384
parse generated script,,"(3, 2401)",,,91487853.0,ns,388
parse generated script,,"(3, 2401)",,,93346151.0,ns,392
parse generated script,,"(3, 2401)",,,108958416.0,ns,396
parse generated script,,"(3, 2401)",,,95015948.0,ns,400
