group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
parse generated script,,"(1, 595)",,,78497602.0,ns,1296
parse generated script,,"(1, 595)",,,77760159.0,ns,1312
parse generated script,,"(1, 595)",,,83139688.0,ns,1328
parse generated script,,"(1, 595)",,,85335287.0,ns,1344
parse generated script,,"(1, 595)",,,90098028.0,ns,1360
parse generated script,,"(1, 595)",,,82104467.0,ns,1376
parse generated script,,"(1, 595)",,,84738357.0,ns,1392
parse generated script,,"(1, 595)",,,87423741.0,ns,1408
parse generated script,,"(1, 595)",,,87834788.0,ns,1424
parse generated script,,"(1, 595)",,,89613815.0,ns,1440
parse generated script,,"(1, 595)",,,97172548.0,ns,1456
parse generated script,,"(1, 595)",,,93302271.0,ns,1472
parse generated script,,"(1, 595)",,,93442573.0,ns,1488
parse generated script,,"(1, 595)",,,117122084.0,ns,1504
parse generated script,,"(1, 595)",,,109472352.0,ns,1520
parse generated script,,"(1, 595)",,,110425663.0,ns,1536
parse generated script,,"(1, 595)",,,94795879.0,ns,1552
parse generated script,,"(1, 595)",,,109671505.0,ns,1568
parse generated script,,"(1, 595)",,,110516546.0,ns,1584
parse generated script,,"(1, 595)",,,97049058.0,ns,1600
