group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
parse generated script,,"(0, 294)",,,90657468.0,ns,2821
parse generated script,,"(0, 294)",,,91928955.0,ns,2852
parse generated script,,"(0, 294)",,,92406101.0,ns,2883
parse generated script,,"(0, 294)",,,93890892.0,ns,2914
parse generated script,,"(0, 294)",,,93917054.0,ns,2945
parse generated script,,"(0, 294)",,,97684649.0,ns,2976
parse generated script,,"(0, 294)",,,97486876.0,ns,3007
parse generated script,,"(0, 294)",,,98551260.0,ns,3038
parse generated script,,"(0, 294)",,,98511118.0,ns,3069
parse generated script,,"(0, 294)",,,98149020.0,ns,3100
